X = 1	Y = 14	Z = 75
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 1	Y = 10	Z = 79
X = 0	Y = 9	Z = 80
X = 0	Y = 10	Z = 79
X = 0	Y = 9	Z = 80
X = 1	Y = 10	Z = 79
X = 0	Y = 9	Z = 80
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 9	Z = 80
X = 0	Y = 10	Z = 79
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 10	Z = 79
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 10	Z = 79
X = 0	Y = 9	Z = 80
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 9	Z = 80
X = 0	Y = 10	Z = 79
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 10	Z = 79
X = 0	Y = 9	Z = 80
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 9	Z = 80
X = 0	Y = 10	Z = 79
X = 0	Y = 9	Z = 80
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 9	Z = 80
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 9	Z = 80
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 1	Y = 11	Z = 78
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 9	Z = 80
X = 0	Y = 8	Z = 81
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 10	Z = 79
X = 1	Y = 9	Z = 79
X = 0	Y = 9	Z = 80
X = 0	Y = 9	Z = 80
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 10	Z = 79
X = 0	Y = 9	Z = 80
X = -2	Y = 7	Z = 82
