X 	 Y 	 Z 	 Safe Angle
12	0	77	-90.0
26	-1	63	84.83538
-26	12	60	42.67564
-34	22	47	33.330555
15	2	74	-72.60249
33	-4	56	74.10049
-23	11	63	41.661064
-10	7	77	31.295559
29	-2	60	80.79418
16	0	73	-90.0
-21	11	65	39.08971
21	-2	68	77.38456
54	-7	34	73.05772
36	-8	52	62.42545
-11	4	77	49.484623
16	-4	72	59.565777
25	-1	64	84.62998
-14	9	72	33.502136
33	-8	55	60.32998
-24	8	63	51.927235
29	-11	58	48.28687
-27	8	60	55.150665
32	-14	53	44.205524
-11	9	74	27.478724
19	-8	68	45.30317
-26	8	61	54.13019
-24	10	62	45.60311
-18	3	71	68.61139
-30	7	58	61.26259
12	-5	76	45.60311
35	-1	54	86.15877
-6	18	70	8.07324
-31	12	55	47.707935
30	-10	57	51.927235
34	-8	54	61.06
-19	8	68	45.30317
-12	4	76	51.927235
26	-5	62	65.6807
-32	14	53	44.205524
-37	19	45	39.647457
17	-1	72	82.129585
-16	7	72	44.205524
-37	17	47	42.804573
20	-7	67	50.56272
-35	10	52	56.121475
10	-8	76	28.009205
-29	10	58	50.980618
-23	10	64	44.38396
-12	6	75	40.399925
-17	7	70	45.942017
19	-7	68	49.11435
-29	2	59	80.79418
17	17	64	-23.05133
-18	4	70	62.42545
16	-6	71	48.611904
-18	6	69	51.927235
-25	11	61	44.042366
13	-5	74	47.89129
17	-8	70	42.121655
-37	13	49	50.454357
-21	8	66	48.163902
-18	6	70	51.927235
-15	4	73	57.926014
-14	5	74	49.99376
-15	5	73	51.927235
-13	4	75	54.13019
-13	3	75	61.528694
-34	10	53	55.348698
13	0	76	-90.0
-29	8	58	57.045647
-24	9	63	48.611904
-31	13	55	45.41891
10	-4	78	46.771492
-25	8	62	53.05685
-19	7	69	49.11435
-11	4	77	49.484623
19	-8	68	45.30317
-11	3	78	57.343834
-14	0	75	90.0
29	20	53	-31.675493
-23	8	65	50.73775
24	26	52	-21.444864
-14	11	71	28.439386
21	24	55	-20.422363
-18	7	69	47.576176
24	23	55	-23.942844
-26	0	63	90.0
25	18	57	-30.583817
-27	0	62	90.0
18	16	65	-25.581556
-27	-1	62	-85.02568
18	18	63	-23.05133
12	16	68	-17.700459
-14	10	71	30.784172
29	21	51	-30.440195
-12	0	77	90.0
25	19	57	-29.244946
-27	1	62	85.02568
11	10	74	-25.08362
-10	2	79	64.826485
11	21	65	-12.565716
-11	12	73	21.309341
16	13	68	-27.642498
-2	22	67	2.2154043
-19	19	62	23.05133
-31	17	53	37.810413
-27	16	57	35.681587
31	-4	58	73.13135
15	9	71	-35.345047
-10	3	78	54.816177
-17	2	72	74.54545
19	6	69	-53.42071
-17	0	72	90.0
10	7	77	-31.295559
20	21	59	-22.061192
-12	19	66	15.043208
-16	20	63	18.799915
-17	15	66	25.746622
-21	12	64	36.674374
-11	1	78	77.94083
-24	9	63	48.611904
-31	10	56	52.83554
-31	14	54	43.296894
-27	10	60	48.964672
-31	10	56	52.83554
-30	8	58	57.926014
-50	17	33	51.375164
-37	15	47	46.387535
-46	17	37	49.026417
-23	5	65	62.938904
-21	0	68	90.0
-22	1	67	83.90289
-16	-3	73	-66.22052
-17	0	72	90.0
-12	-2	76	-68.61139
-17	1	72	82.129585
-22	6	66	57.343834
-31	7	57	62.047573
-28	4	61	71.44237
-27	6	61	62.42545
-26	7	62	57.67879
-34	9	53	58.11597
-12	0	77	90.0
-47	17	36	49.635483
22	1	67	-83.90289
-19	13	66	31.878798
-16	9	70	37.10757
-27	19	55	31.161516
11	0	78	-90.0
-25	14	60	37.230442
-24	12	62	40.399925
-13	7	74	38.31841
-25	12	61	41.557808
-22	11	64	40.399925
-43	19	39	43.921562
39	3	50	-79.75335
-28	16	56	36.674374
21	0	68	-90.0
-31	16	53	39.504517
23	8	64	-50.73775
24	0	65	-90.0
-17	13	67	29.094425
-20	10	66	40.399925
22	0	67	-90.0
14	0	75	-90.0
12	0	77	-90.0
-20	11	65	37.728943
16	-3	72	66.22052
-22	10	65	43.11183
-10	4	78	46.771492
-20	10	66	40.399925
32	-7	56	62.794018
12	2	77	-68.61139
-24	15	60	34.249058
-21	19	60	25.188791
-16	14	67	25.934711
-15	7	72	42.360275
-13	10	72	28.951021
-17	8	70	42.121655
-24	13	61	38.153107
-13	7	74	38.31841
-30	13	55	44.479595
-18	7	69	47.576176
11	-3	78	57.343834
-22	13	63	35.75885
-15	8	72	38.58542
-10	6	77	35.345047
-15	6	73	46.771492
18	-4	70	62.42545
-29	13	57	43.509033
-16	4	73	59.565777
-18	6	70	51.927235
18	-3	71	68.61139
-25	8	62	53.05685
-12	-5	75	-45.60311
23	-8	64	50.73775
-14	6	74	44.796124
22	-11	64	40.399925
-23	12	63	39.200806
-13	6	74	42.67564
-19	8	68	45.30317
-15	6	72	46.771492
-22	5	66	61.89374
-23	9	64	47.399456
11	0	78	-90.0
-12	3	76	59.565777
-20	6	68	54.816177
15	-5	73	51.927235
-12	1	77	78.91981
-11	3	77	57.343834
-11	3	78	57.343834
13	-4	75	54.13019
-16	4	72	59.565777
-17	5	71	55.348698
-14	9	72	33.502136
-21	11	65	39.08971
-10	5	77	40.399925
-12	7	75	36.11015
-17	10	69	35.88216
-15	10	71	32.550026
-15	11	70	30.125368
-16	9	70	37.10757
-11	10	73	25.08362
-26	15	58	36.412086
-19	10	67	38.95593
-11	13	71	19.802227
-15	12	69	28.009205
24	6	64	-59.565777
-18	0	71	90.0
22	12	63	-37.959305
-16	0	73	90.0
16	8	70	-40.399925
-15	-3	74	-64.826485
19	15	65	-28.325008
-19	0	70	90.0
16	17	65	-21.826164
-20	0	69	90.0
13	14	69	-21.56083
-18	2	70	75.36617
9	22	65	-9.8751955
-22	-7	66	-53.21355
17	14	66	-27.32621
-21	-7	67	-51.927235
10	10	74	-23.05133
-10	0	79	90.0
-20	-4	68	-64.826485
34	29	41	-26.514612
0	25	64	Safe
-22	-4	67	-66.86431
19	29	53	-15.578332
-11	3	78	57.343834
-30	0	59	90.0
26	31	46	-19.641397
-21	0	68	90.0
-30	-4	59	-72.60249
13	13	71	-23.05133
-38	-12	48	-53.42071
-25	0	64	90.0
-44	2	44	83.90289
32	19	51	-35.62864
-33	-12	53	-49.484623
27	16	57	-35.681587
-16	-4	72	-59.565777
-29	-5	60	-67.94357
36	21	45	-36.11015
-30	-12	56	-46.771492
15	11	71	-30.125368
-22	-1	67	-83.90289
28	16	56	-36.674374
-12	3	76	59.565777
18	7	69	-47.576176
25	10	62	-46.77149
-21	6	67	56.121475
18	10	68	-37.4506
13	10	73	-28.951021
-18	10	68	37.4506
21	12	64	-36.674374
-12	8	74	32.55003
16	12	69	-29.56956
11	10	74	-25.08362
29	9	58	-53.89636
-12	10	74	27.050623
28	10	59	-49.99376
-15	9	71	35.345047
21	4	68	-65.88581
18	0	71	-90.0
2	19	70	-2.5647635
10	0	79	-90.0
20	-7	67	50.56272
-7	16	72	10.546068
-11	12	73	21.309341
13	-5	75	47.89129
0	18	71	Safe
10	18	68	-13.300936
13	7	74	-38.31841
-16	12	69	29.56956
-17	16	65	24.329071
12	0	77	-90.0
-17	10	69	35.88216
-11	2	78	66.86431
-15	7	72	42.360275
12	8	74	-32.55003
19	9	68	-41.934807
-28	4	60	71.44237
15	0	74	-90.0
10	5	78	-40.399925
25	6	63	-60.577015
17	6	71	-50.327305
12	7	75	-36.11015
19	7	69	-49.11435
12	13	71	-21.444864
20	3	69	-70.58245
-11	15	70	17.330915
-11	11	73	23.05133
10	10	75	-23.05133
15	9	71	-35.345047
-16	0	73	90.0
-13	3	76	61.528694
-16	3	73	66.22052
15	3	74	-64.826485
-12	0	77	90.0
14	2	75	-71.44237
-10	-1	79	-76.77545
11	0	78	-90.0
19	1	70	-82.94923
-10	0	79	90.0
20	-1	69	83.29848
-12	0	77	90.0
17	0	72	-90.0
-22	-1	67	-83.90289
15	0	74	-90.0
12	1	77	-78.91981
12	3	76	-59.565777
22	1	67	-83.90289
-23	18	59	28.53451
25	1	64	-84.62998
-15	13	69	26.150991
-15	1	74	81.09604
-10	2	79	64.826485
19	6	69	-53.42071
10	4	78	-46.771492
-15	0	74	90.0
-16	0	73	90.0
-15	1	74	81.09604
12	3	77	-59.565777
-16	0	73	90.0
29	7	59	-60.436314
-17	3	72	67.47594
28	0	61	-90.0
13	-1	76	79.75335
-15	0	74	90.0
11	-5	76	43.11183
-10	-4	78	-46.771492
17	4	72	-61.06
-15	-1	74	-81.09604
17	0	72	-90.0
-17	-1	72	-82.129585
11	0	78	-90.0
-11	-3	77	-57.343834
21	4	67	-65.88581
-16	0	73	90.0
17	5	71	-55.348698
-11	0	78	90.0
15	5	74	-51.927235
-18	2	71	75.36617
-16	1	73	81.644424
-16	0	73	90.0
-22	0	67	90.0
-17	0	72	90.0
-17	2	72	74.54545
17	-4	72	61.06
-11	3	78	57.343834
-22	-5	66	-61.89374
17	-5	71	55.348698
-20	1	69	83.29848
-12	2	77	68.61139
17	3	72	-67.47594
15	2	74	-72.60249
-19	10	67	38.95593
-21	9	66	44.796124
-13	6	75	42.67564
-16	2	73	73.62986
-15	6	72	46.771492
-33	11	54	51.927235
-11	0	78	90.0
12	0	77	-90.0
14	7	73	-40.399925
-43	13	43	54.60755
11	6	76	-37.959305
49	11	38	-62.18608
-14	3	75	63.271492
35	-1	54	86.15877
-25	4	64	69.393745
36	22	44	-34.850483
-21	-6	67	-56.121475
35	25	43	-30.784174
-29	-12	57	-45.801308
17	9	69	-38.791733
23	17	60	-29.929909
37	20	45	-38.21105
-15	-6	73	-46.771492
47	12	39	-59.03626
-26	5	62	65.6807
21	5	67	-60.77196
17	9	70	-38.791733
-11	19	67	13.839852
15	-2	74	72.60249
-4	16	73	6.0724926
10	3	79	-54.816177
39	4	50	-76.44872
-19	21	59	21.05699
-5	15	73	8.073239
22	2	67	-77.94083
-19	14	65	30.006788
-30	9	57	54.816177
-14	4	74	56.121475
-18	6	70	51.927235
-24	9	63	48.611904
17	-1	72	82.129585
-14	9	72	33.502136
-15	7	72	42.360275
-19	11	66	36.316273
-12	4	76	51.927235
-12	7	75	36.11015
-22	11	64	40.399925
-17	8	70	42.121655
12	4	76	-51.927235
-20	13	65	33.21137
-21	18	60	26.40231
21	-4	68	65.88581
-21	17	61	27.729006
-23	17	60	29.929909
20	-4	69	64.826485
21	0	68	-90.0
-13	5	75	47.89129
14	-1	75	80.47133
33	-4	56	74.10049
-30	9	57	54.816177
11	-4	77	49.484623
16	4	73	-59.565777
-31	21	50	32.135674
29	-3	60	76.33626
-31	17	52	37.810413
11	-5	77	43.11183
-25	14	60	37.230442
-21	15	63	30.784172
19	-1	70	82.94923
-27	17	56	34.052616
-22	12	63	37.959305
-10	7	76	31.295559
-26	12	60	42.67564
-32	16	52	40.399925
-13	4	75	54.13019
-33	13	52	47.207813
31	-7	57	62.047573
-28	21	52	29.56956
-15	11	70	30.125368
-18	9	69	40.399925
11	-3	78	57.343834
-23	14	61	34.956966
-15	11	70	30.125368
12	-3	76	59.565777
12	-5	75	45.60311
-14	9	72	33.502136
-14	1	75	80.47133
-30	16	54	38.58542
-34	16	50	42.121655
10	-4	78	46.771492
-12	7	75	36.11015
18	-3	71	68.61139
-18	9	69	40.399925
-21	8	66	48.163902
19	-9	67	41.934807
-29	12	57	45.801308
21	-11	65	39.08971
-15	5	73	51.927235
13	-5	74	47.89129
-29	15	55	39.44398
14	-5	74	49.99376
-24	12	62	40.399925
13	-8	74	34.66347
-31	17	53	37.810413
-16	10	70	34.249058
20	-6	68	54.816177
-28	19	54	32.09184
-13	10	72	28.951021
-21	12	65	36.674374
-17	17	65	23.05133
21	-6	67	56.121475
-24	3	65	73.62986
31	-7	56	62.047573
-16	7	71	44.205524
32	-4	56	73.62986
-16	22	61	17.196165
-18	20	61	20.955807
27	-2	62	80.125244
-22	18	60	27.478724
35	-5	54	71.44237
19	18	62	-24.188337
-20	0	69	90.0
29	2	60	-80.79418
-14	2	74	71.44237
20	0	69	-90.0
-16	0	73	90.0
14	2	75	-71.44237
17	4	71	-61.06
-17	-1	72	-82.129585
17	5	71	-55.348698
-14	-2	75	-71.44237
-13	0	76	90.0
-11	5	77	43.11183
2	19	70	-2.5647635
-23	-2	65	-78.450745
-22	0	67	90.0
-29	-3	60	-76.33626
9	22	65	-9.8751955
-15	5	73	51.927235
-11	5	76	43.11183
-26	1	62	84.83538
14	20	64	-16.58737
16	9	71	-37.10757
19	1	70	-82.94923
14	1	75	-80.47133
-11	-2	78	-66.86431
15	4	73	-57.926014
-13	0	76	90.0
22	9	65	-46.12853
-13	4	75	54.13019
15	17	66	-20.579649
31	15	53	-41.32947
-11	10	74	25.08362
15	-1	74	81.09604
29	0	60	-90.0
-21	18	61	26.40231
25	0	64	-90.0
-11	11	72	23.05133
12	10	73	-27.050623
-27	12	58	43.754654
25	6	63	-60.577015
-20	-2	69	-76.77545
12	2	77	-68.61139
-16	0	73	90.0
-10	1	79	76.77545
-14	4	75	56.121475
-12	0	77	90.0
-14	0	75	90.0
-15	1	74	81.09604
11	6	77	-37.959305
-23	5	66	62.938904
-19	1	70	82.94923
21	3	68	-71.44237
-12	0	77	90.0
-14	0	75	90.0
12	0	77	-90.0
-26	0	63	90.0
12	0	77	-90.0
12	2	77	-68.61139
-18	0	71	90.0
22	0	67	-90.0
-18	-3	70	-68.61139
16	2	73	-73.62986
-11	3	78	57.343834
-12	0	77	90.0
18	9	69	-40.399925
-21	3	67	71.44237
25	8	63	-53.05685
11	0	78	-90.0
27	5	61	-66.48205
29	6	59	-64.07067
21	9	65	-44.796124
12	7	75	-36.11015
10	10	75	-23.05133
23	-1	66	84.166115
30	-2	59	81.09604
-13	10	72	28.951021
31	-5	57	69.241684
-33	13	52	47.207813
15	0	74	-90.0
-12	9	73	29.56956
-17	5	72	55.348698
-16	7	71	44.205524
-17	8	70	42.121655
-24	12	62	40.399925
14	0	75	-90.0
-23	11	63	41.661064
15	1	74	-81.09604
-18	12	66	32.55003
-20	16	63	28.009205
12	1	76	-78.91981
-28	14	57	40.399925
-16	7	71	44.205524
-21	9	66	44.796124
-32	13	54	46.32798
0	24	65	Safe
-4	17	71	5.7177296
-4	19	70	5.1192517
-4	19	69	5.1192517
-8	19	68	10.158012
0	15	74	Safe
0	18	71	Safe
-2	23	66	2.1191738
0	24	65	Safe
0	26	63	Safe
10	25	62	-9.659928
-1	28	61	0.8707278
2	21	68	-2.320785
-5	16	72	7.5747156
4	22	66	-4.4241657
13	6	75	-42.67564
0	25	64	Safe
6	20	68	-7.27504
-4	24	65	4.056775
10	9	75	-25.305431
12	5	75	-45.60311
3	24	64	-3.0448158
-6	25	63	5.831303
-9	25	62	8.709552
-7	22	66	7.7107944
0	24	65	Safe
0	20	69	Safe
3	19	69	-3.8439202
0	16	73	Safe
3	24	65	-3.0448158
10	13	72	-18.124971
5	18	70	-6.7413063
0	28	61	Safe
0	15	74	Safe
0	18	70	Safe
-18	17	64	24.254604
14	-6	74	44.796124
-1	28	61	0.8707278
5	18	70	-6.7413063
1	20	69	-1.2189133
-2	20	69	2.4366858
6	31	57	-4.7083483
-9	30	57	7.27504
-7	27	61	6.2956243
12	8	74	-32.55003
-4	23	65	4.232527
15	1	74	-81.09604
-5	22	67	5.524035
5	22	66	-5.524035
6	20	67	-7.27504
4	21	68	-4.6339417
1	22	67	-1.1081356
-11	19	67	13.839852
-7	20	68	8.471179
3	18	71	-4.056775
0	18	71	Safe
-9	20	67	10.840339
-5	31	57	3.9263284
-9	22	65	9.8751955
6	18	70	-8.07324
-13	22	63	14.114479
-13	20	65	15.46125
-5	15	73	8.073239
-12	25	61	11.544209
-3	19	69	3.8439202
-1	21	68	1.160888
14	3	75	-63.271492
5	19	70	-6.389518
2	17	72	-2.8660192
-12	25	61	11.544209
-10	21	65	11.455019
-6	19	69	7.6535087
-7	21	67	8.07324
-6	20	68	7.27504
-9	33	55	6.6198363
-1	22	67	1.1081356
3	24	64	-3.0448158
4	22	67	-4.4241657
-3	41	48	1.7834507
14	3	74	-63.271492
-3	30	59	2.4366858
-11	41	46	6.513129
-5	35	54	3.4787822
-12	32	54	9.066538
4	15	74	-6.473992
-12	27	58	10.709622
-24	41	38	13.987294
10	-2	78	64.826485
-19	35	47	13.007367
12	-3	76	59.565777
-20	40	42	12.011513
12	0	77	-90.0
16	-9	71	37.10757
-18	19	62	21.956142
15	-1	74	81.09604
22	-12	64	37.959305
-11	23	63	11.503498
-20	5	68	59.565777
36	-1	53	86.26516
7	18	69	-9.396449
-25	13	60	39.294533
37	4	51	-75.74535
-5	23	65	5.2852516
23	9	64	-47.399456
-17	12	68	31.083149
15	6	73	-46.771492
22	5	66	-61.89374
-15	10	71	32.550026
-14	11	71	28.439386
-22	19	58	26.230473
23	11	63	-41.661064
-12	19	67	15.043208
14	16	67	-20.422363
-21	17	61	27.729006
13	12	72	-24.749395
-20	26	55	18.124971
22	4	66	-66.86431
-21	22	57	22.106506
-16	18	64	20.719183
19	2	70	-76.10576
-26	6	62	61.528694
24	-9	63	48.611904
-16	19	64	19.7148
23	-8	64	50.73775
15	0	74	-90.0
1	15	74	-1.6250142
37	0	52	-90.0
-21	18	61	26.40231
26	-3	63	74.828835
12	36	50	-8.07324
-18	-17	64	-24.254604
-21	1	68	83.6149
15	25	58	-14.322753
-17	-4	71	-61.06
13	26	59	-12.011513
7	-16	72	10.546068
12	21	65	-13.666897
-13	-2	76	-70.12314
33	19	49	-36.467457
-15	9	72	35.345047
11	28	58	-9.490596
-11	4	77	49.484623
-12	13	71	21.444864
-16	15	66	24.41336
-7	16	71	10.546068
27	-12	58	43.754654
-15	26	58	13.793312
14	-11	71	28.439386
2	-21	68	2.320785
15	3	74	-64.826485
-24	-7	64	-55.572628
32	18	51	-37.10757
-10	-11	74	-21.148853
26	1	63	-84.83538
30	-6	58	64.826485
-29	10	58	50.980618
29	1	60	-85.36719
-13	14	70	21.56083
-11	9	75	27.478724
-18	4	70	62.42545
-25	12	60	41.557808
-31	32	41	22.403154
-14	29	56	11.608759
-20	12	66	35.345047
-18	0	71	90.0
-18	17	63	24.254604
10	8	76	-28.009205
12	13	70	-21.444864
-34	15	50	43.96591
-15	4	73	57.926014
-21	11	65	39.08971
12	9	73	-29.56956
-35	16	49	42.948982
-18	27	55	15.838033
12	-5	76	45.60311
-10	24	62	10.05437
-19	13	66	31.878798
12	1	77	-78.91981
-20	16	63	28.009205
-7	18	69	9.396449
-31	20	51	33.40785
-15	16	67	21.748875
12	-4	76	51.927235
-11	-4	77	-49.484623
17	-6	71	50.327305
-11	15	70	17.330915
-14	17	66	19.312435
-12	10	73	27.050623
11	-4	77	49.484623
-24	19	57	28.25868
25	-11	61	44.042366
-7	25	63	6.7947345
-19	13	65	31.878798
-17	-3	72	-67.47594
25	14	59	-37.230442
-17	0	72	90.0
15	17	66	-20.579649
-25	19	56	29.244946
-31	23	48	29.836151
12	5	76	-45.60311
-27	3	62	75.36617
6	20	68	-7.27504
-20	16	63	28.009205
-24	19	57	28.25868
5	23	66	-5.2852516
-14	16	68	20.422363
-13	5	75	47.89129
-23	10	64	44.38396
13	0	76	-90.0
-13	17	67	18.02527
-17	7	71	45.942017
-18	3	71	68.61139
19	17	63	-25.435534
-23	1	66	84.166115
8	19	68	-10.158012
-21	15	63	30.784172
-30	17	53	36.904327
-22	26	53	19.802227
-20	21	59	22.061192
-24	2	65	78.91981
10	18	69	-13.300936
-13	4	75	54.13019
-10	-1	79	-76.77545
12	26	60	-11.111462
-17	3	72	67.47594
-14	5	74	49.99376
33	20	49	-35.07378
-13	1	76	79.75335
13	25	60	-12.4772005
7	16	71	-10.546068
-15	26	58	13.793312
-2	15	74	3.24738
-16	16	66	23.05133
-22	12	64	37.959305
-6	28	60	5.2101674
-20	6	68	54.816177
29	29	45	-23.05133
-21	7	66	51.927235
14	13	69	-24.620365
-10	17	69	14.053149
-6	15	73	9.659927
24	28	50	-20.03905
-7	15	72	11.2318
-29	16	55	37.642185
-28	22	52	28.439386
0	34	55	Safe
-8	16	71	12.011513
30	15	55	-40.399925
-1	27	62	0.90297025
22	24	55	-21.309341
-9	22	65	9.8751955
10	43	43	-5.6516776
-22	10	65	43.11183
32	19	51	-35.62864
-27	15	57	37.4506
-26	9	61	50.87299
-25	11	61	44.042366
11	17	68	-15.394617
11	12	72	-21.309341
-29	9	58	53.89636
22	7	65	-53.21355
-10	0	79	90.0
26	-4	63	70.12314
11	-2	78	66.86431
-15	-3	74	-64.826485
21	0	68	-90.0
-17	0	72	90.0
12	5	76	-45.60311
-16	-1	73	-81.644424
13	6	75	-42.67564
-11	-4	77	-49.484623
13	4	75	-54.13019
11	-13	72	19.802227
16	-13	68	27.642498
-18	-6	70	-51.927235
24	-9	63	48.611904
-5	-16	72	-7.5747156
